INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat,OCCUR_YEAR
205748546,11/27/2019,15:54:00,BRONX,40,0,,false,<18,M,BLACK,25-44,F,BLACK,1006789,237559,40.818699730000048,-73.918570617999933,POINT (-73.91857061799993 40.81869973000005),2019
193118596,02/02/2019,19:40:00,MANHATTAN,23,0,,false,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,999347,227795,40.791916091000076,-73.94547965999999,POINT (-73.94547965999999 40.791916091000076),2019
204192600,10/24/2019,00:52:00,STATEN ISLAND,121,0,PVT HOUSE,true,25-44,M,BLACK,25-44,F,BLACK,938149,171781,40.638063982000062,-74.166108301999941,POINT (-74.16610830199996 40.63806398200006),2019
201483468,08/22/2019,18:03:00,BRONX,46,0,,false,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1008224,250621,40.854547349000029,-73.913339443999973,POINT (-73.91333944399999 40.85454734900003),2019
198255460,06/07/2019,17:50:00,BROOKLYN,73,0,,false,45-64,M,WHITE HISPANIC,25-44,M,BLACK,1009650,186966,40.679827016000047,-73.908425238999939,POINT (-73.90842523899994 40.67982701600005),2019
194570529,03/11/2019,16:30:00,BROOKLYN,81,0,,false,18-24,M,BLACK,25-44,M,BLACK,1001181,189778,40.687565563000078,-73.938951975999942,POINT (-73.93895197599994 40.68756556300008),2019
193694863,02/17/2019,03:00:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,25-44,M,BLACK,999484,214810,40.756275434000031,-73.945014328999946,POINT (-73.94501432899995 40.75627543400003),2019
199582060,07/10/2019,02:56:00,BROOKLYN,69,0,,false,25-44,M,BLACK,25-44,M,BLACK,1012579,175845,40.64929346200006,-73.897911867999937,POINT (-73.89791186799994 40.64929346200006),2019
204464564,11/04/2019,13:40:00,BRONX,40,0,,false,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1008120,238322,40.820790453000029,-73.91375915499998,POINT (-73.91375915499998 40.82079045300003),2019
205908100,12/02/2019,11:50:00,BROOKLYN,67,0,,false,25-44,F,BLACK,25-44,M,BLACK,1004359,173694,40.643411912000033,-73.927540780999948,POINT (-73.92754078099995 40.64341191200003),2019
197953462,06/01/2019,14:14:00,QUEENS,101,0,,false,18-24,M,BLACK,45-64,F,WHITE,1052809,159159,40.603274007000039,-73.753104532999942,POINT (-73.75310453299994 40.60327400700004),2019
201436772,08/21/2019,23:34:00,STATEN ISLAND,120,0,GROCERY/BODEGA,false,<18,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,951232,170429,40.634411467000064,-74.118962298999975,POINT (-74.11896229899997 40.634411467000064),2019
205748546,11/27/2019,15:54:00,BRONX,40,0,,false,<18,M,BLACK,18-24,M,BLACK,1006789,237559,40.818699730000048,-73.918570617999933,POINT (-73.91857061799993 40.81869973000005),2019
196276903,04/19/2019,00:12:00,QUEENS,113,0,,false,25-44,M,BLACK,25-44,M,BLACK,1053637,190566,40.689472652000063,-73.749799678999977,POINT (-73.74979967899998 40.68947265200006),2019
201852654,08/31/2019,07:42:00,BRONX,45,0,GAS STATION,false,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1025184,246300,40.842625153000029,-73.852058343999943,POINT (-73.85205834399994 40.84262515300003),2019
199637606,07/11/2019,21:45:00,BRONX,46,0,,true,18-24,M,UNKNOWN,25-44,M,WHITE HISPANIC,1012078,252019,40.858373133000043,-73.899402083999973,POINT (-73.89940208399997 40.85837313300004),2019
198858230,06/23/2019,12:02:00,BROOKLYN,61,0,,false,18-24,M,BLACK,25-44,M,WHITE HISPANIC,995122,155693,40.594019059000061,-73.960854315999939,POINT (-73.96085431599994 40.59401905900006),2019
200209680,07/24/2019,13:20:00,BRONX,47,0,,false,25-44,M,BLACK,25-44,M,WHITE,1028124,257461,40.873244591000059,-73.841359606999958,POINT (-73.84135960699996 40.87324459100006),2019
193939359,02/24/2019,23:20:00,BRONX,44,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,25-44,M,BLACK,1008653,241755,40.830211602000077,-73.911820941999963,POINT (-73.91182094199996 40.83021160200008),2019
201875868,09/02/2019,20:25:00,BRONX,48,0,,false,25-44,M,BLACK,18-24,F,BLACK,1013873,250614,40.854510990000051,-73.89291929999996,POINT (-73.89291929999997 40.85451099000005),2019
197662446,05/26/2019,20:08:00,BROOKLYN,75,0,,false,18-24,M,BLACK,25-44,M,BLACK,1015379,182115,40.666493826000078,-73.887792539999964,POINT (-73.88779253999996 40.66649382600008),2019
199247701,07/03/2019,00:04:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,<18,M,WHITE,25-44,M,WHITE HISPANIC,999925,214507,40.755443005000075,-73.943423245999952,POINT (-73.94342324599995 40.755443005000075),2019
198350536,06/11/2019,21:41:00,BROOKLYN,75,0,,false,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1020214,183053,40.669050105000053,-73.870359115999975,POINT (-73.87035911599997 40.66905010500005),2019
199134406,06/29/2019,05:48:00,BROOKLYN,69,0,PVT HOUSE,false,18-24,M,BLACK,25-44,M,BLACK,1013573,170157,40.633677895000062,-73.894354501999942,POINT (-73.89435450199994 40.63367789500006),2019
200056610,07/19/2019,18:44:00,BRONX,46,0,,false,<18,M,BLACK,18-24,M,BLACK,1012551,251121,40.855906890000028,-73.897695961999943,POINT (-73.89769596199994 40.85590689000003),2019
197254458,05/15/2019,19:08:00,BRONX,46,0,,false,UNKNOWN,U,UNKNOWN,<18,M,WHITE HISPANIC,1010606,250926,40.855377693000037,-73.904727717999947,POINT (-73.90472771799995 40.85537769300004),2019
204971625,11/10/2019,14:03:00,BROOKLYN,63,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,18-24,F,BLACK,1004514,165224,40.62016320400005,-73.927007685999968,POINT (-73.92700768599997 40.62016320400005),2019
198405080,06/12/2019,19:27:00,STATEN ISLAND,121,0,,false,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,937942,170983,40.635872566000046,-74.166848665999964,POINT (-74.16684866599996 40.635872566000046),2019
200365034,07/28/2019,14:35:00,MANHATTAN,30,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK,997408,237516,40.818600660000072,-73.952463175999981,POINT (-73.95246317599998 40.81860066000007),2019
202620767,09/18/2019,19:47:00,BRONX,44,0,,false,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1007501,243434,40.834823081000025,-73.915977884999961,POINT (-73.91597788499996 40.834823081000025),2019
199422329,07/07/2019,10:50:00,BROOKLYN,60,0,PVT HOUSE,false,18-24,M,BLACK,25-44,F,BLACK,985897,148507,40.574301425000044,-73.994072788999972,POINT (-73.99407278899997 40.574301425000044),2019
204294841,10/25/2019,19:43:00,BRONX,46,0,,false,25-44,M,BLACK,25-44,F,BLACK,1012248,251807,40.857790719000036,-73.898788412999977,POINT (-73.89878841299998 40.857790719000036),2019
197953467,06/01/2019,22:12:00,BRONX,41,0,,false,<18,M,BLACK,<18,M,BLACK,1015287,235984,40.814351029000079,-73.887875624999936,POINT (-73.88787562499994 40.81435102900008),2019
200331333,07/27/2019,22:53:00,BROOKLYN,73,0,,false,18-24,M,BLACK,25-44,M,BLACK,1011786,178738,40.657236613000066,-73.900757797999972,POINT (-73.90075779799997 40.657236613000066),2019
194817578,03/16/2019,13:30:00,QUEENS,113,0,,false,25-44,U,UNKNOWN,25-44,M,BLACK,1046468,192314,40.694323792000034,-73.775634027999956,POINT (-73.77563402799996 40.694323792000034),2019
204396946,10/29/2019,20:36:00,QUEENS,113,0,,false,18-24,M,BLACK,25-44,M,BLACK,1049021,189295,40.686019044000034,-73.766456595999955,POINT (-73.76645659599995 40.686019044000034),2019
205748550,11/27/2019,23:30:00,BRONX,45,0,,false,18-24,M,BLACK,18-24,F,WHITE HISPANIC,1032140,242004,40.83079891400007,-73.826948795999954,POINT (-73.82694879599995 40.83079891400007),2019
195396618,03/31/2019,07:29:00,BROOKLYN,79,0,,false,18-24,M,BLACK,25-44,F,BLACK,1001063,186966,40.679847490000043,-73.939384472999961,POINT (-73.93938447299996 40.67984749000004),2019
203676928,10/12/2019,06:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,false,45-64,M,BLACK,25-44,F,BLACK,1003550,185645,40.676216571000055,-73.930421720999959,POINT (-73.93042172099996 40.676216571000055),2019
204458421,11/03/2019,00:26:00,BROOKLYN,88,0,,false,18-24,M,BLACK,18-24,M,BLACK,994729,192071,40.693869310000025,-73.962212900999987,POINT (-73.96221290099999 40.693869310000025),2019
198948495,06/25/2019,01:20:00,QUEENS,109,0,,false,<18,M,ASIAN / PACIFIC ISLANDER,18-24,M,UNKNOWN,1032807,217854,40.76451021500003,-73.824713191999933,POINT (-73.82471319199993 40.76451021500003),2019
197660693,05/26/2019,05:21:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,BLACK,1000552,225907,40.786731898000028,-73.941132467999978,POINT (-73.94113246799998 40.78673189800003),2019
200668267,08/04/2019,03:47:00,MANHATTAN,26,0,,false,25-44,M,BLACK,25-44,M,BLACK,997306,234542,40.810438012000077,-73.952837472999988,POINT (-73.952837473 40.81043801200008),2019
199134403,06/29/2019,18:39:00,BROOKLYN,83,0,,false,45-64,M,BLACK,25-44,M,BLACK,1003824,192762,40.695750503000056,-73.929413231999945,POINT (-73.92941323199996 40.695750503000056),2019
202770948,09/21/2019,20:45:00,BROOKLYN,67,0,,false,25-44,M,BLACK,45-64,M,BLACK,998553,172620,40.64047529100003,-73.948464360999935,POINT (-73.94846436099994 40.64047529100003),2019
203676928,10/12/2019,06:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,false,25-44,M,BLACK,25-44,M,BLACK,1003550,185645,40.676216571000055,-73.930421720999959,POINT (-73.93042172099996 40.676216571000055),2019
198255467,06/08/2019,22:44:00,STATEN ISLAND,120,0,,false,18-24,M,BLACK,25-44,M,BLACK,951610,171560,40.637517220000063,-74.117605872999945,POINT (-74.11760587299995 40.63751722000006),2019
199785879,07/15/2019,17:35:00,MANHATTAN,25,0,,false,18-24,M,BLACK,<18,M,BLACK,1000550,230489,40.799308254000039,-73.941128570999979,POINT (-73.94112857099998 40.79930825400004),2019
204458418,11/03/2019,14:54:00,QUEENS,101,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1050364,156970,40.597284244000036,-73.76193092699998,POINT (-73.76193092699998 40.597284244000036),2019
206195056,12/06/2019,17:40:00,BROOKLYN,75,0,PVT HOUSE,false,25-44,M,UNKNOWN,18-24,M,BLACK,1018637,182648,40.667944736000038,-73.876045912999984,POINT (-73.87604591299998 40.66794473600004),2019
202457201,09/14/2019,05:33:00,BROOKLYN,83,0,,false,25-44,M,BLACK,25-44,M,BLACK,1008603,191767,40.693007599000055,-73.91218269899997,POINT (-73.91218269899998 40.693007599000055),2019
203980164,10/18/2019,14:43:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,true,45-64,F,BLACK,65+,M,BLACK,1000565,234704,40.810877241000071,-73.941064150999978,POINT (-73.94106415099998 40.81087724100008),2019
194269158,03/04/2019,22:22:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,false,<18,M,BLACK,<18,M,BLACK,1004899,187202,40.680487139000036,-73.925553582999953,POINT (-73.92555358299995 40.680487139000036),2019
197953471,06/01/2019,13:45:00,BROOKLYN,77,0,,false,18-24,M,BLACK,18-24,M,BLACK,996216,184738,40.673740010000074,-73.956863620999968,POINT (-73.95686362099997 40.67374001000008),2019
198171739,06/07/2019,00:15:00,BRONX,49,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,1025619,256059,40.869408631000056,-73.850425951999966,POINT (-73.85042595199997 40.869408631000056),2019
200331333,07/27/2019,22:53:00,BROOKLYN,73,0,,false,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1011786,178738,40.657236613000066,-73.900757797999972,POINT (-73.90075779799997 40.657236613000066),2019
199325323,07/05/2019,01:14:00,BRONX,48,0,PVT HOUSE,true,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1016293,250009,40.852841995000063,-73.884174309999935,POINT (-73.88417430999993 40.85284199500006),2019
204294842,10/27/2019,18:14:00,BROOKLYN,79,0,,false,18-24,M,BLACK,18-24,F,BLACK,998611,187749,40.682000963000064,-73.948223152999958,POINT (-73.94822315299996 40.682000963000064),2019
205862270,11/30/2019,23:01:00,BRONX,46,0,,true,18-24,M,BLACK,25-44,M,BLACK,1005694,247184,40.845120309000038,-73.922495958999946,POINT (-73.92249595899995 40.84512030900004),2019
200408150,07/29/2019,02:18:00,BROOKLYN,81,0,,false,18-24,M,BLACK,25-44,M,BLACK,1003080,186817,40.67943445800006,-73.932112874999973,POINT (-73.93211287499999 40.67943445800006),2019
201573939,08/25/2019,01:20:00,QUEENS,115,0,,false,18-24,M,WHITE HISPANIC,45-64,M,UNKNOWN,1021994,213268,40.75197560600003,-73.863773235999986,POINT (-73.86377323599999 40.75197560600003),2019
195553175,04/03/2019,14:00:00,BRONX,42,0,,true,25-44,M,BLACK,25-44,M,BLACK,1011134,241668,40.829965609000055,-73.902856176999933,POINT (-73.90285617699993 40.829965609000055),2019
198948498,06/25/2019,16:48:00,QUEENS,108,0,PVT HOUSE,false,65+,M,UNKNOWN,45-64,F,WHITE,1009241,212324,40.749429804000044,-73.909805698999946,POINT (-73.90980569899995 40.749429804000044),2019
192834299,01/25/2019,01:55:00,QUEENS,106,0,,false,25-44,M,BLACK,45-64,F,ASIAN / PACIFIC ISLANDER,1033346,183414,40.669977885000037,-73.82301862099996,POINT (-73.82301862099996 40.66997788500004),2019
201089982,08/13/2019,23:49:00,BROOKLYN,62,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,988770,161130,40.608948037000062,-73.983722505999935,POINT (-73.98372250599994 40.60894803700006),2019
197423567,05/20/2019,04:30:00,QUEENS,108,0,,false,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,998672,211187,40.746332577000032,-73.947953011999971,POINT (-73.94795301199997 40.74633257700003),2019
203348707,10/05/2019,04:38:00,BRONX,40,0,GROCERY/BODEGA,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1009821,236559,40.815946755000027,-73.907620164999969,POINT (-73.90762016499997 40.81594675500003),2019
198948494,06/25/2019,00:01:00,BRONX,48,0,,false,18-24,M,BLACK,25-44,M,BLACK,1014015,251634,40.857310106000057,-73.892401465999967,POINT (-73.89240146599997 40.85731010600006),2019
194817577,03/17/2019,03:38:00,BROOKLYN,75,0,,false,18-24,M,UNKNOWN,25-44,M,BLACK,1017019,185083,40.67463439800008,-73.881866506999984,POINT (-73.88186650699998 40.67463439800008),2019
199247701,07/03/2019,00:04:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,999925,214507,40.755443005000075,-73.943423245999952,POINT (-73.94342324599995 40.755443005000075),2019
197691090,05/27/2019,18:00:00,BROOKLYN,67,0,,false,18-24,M,BLACK,18-24,M,BLACK,998235,173191,40.642043072000035,-73.949609006999935,POINT (-73.94960900699994 40.642043072000035),2019
197106407,05/11/2019,01:34:00,BRONX,47,0,SOCIAL CLUB/POLICY LOCATI,true,25-44,M,BLACK,25-44,M,BLACK,1024693,261681,40.884843556000078,-73.853740089999974,POINT (-73.85374008999997 40.88484355600008),2019
199467225,07/08/2019,17:40:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,BLACK,1002948,182618,40.667909427000041,-73.932600427999944,POINT (-73.93260042799994 40.66790942700004),2019
199742306,07/12/2019,22:35:00,QUEENS,113,0,,false,<18,M,BLACK,65+,F,BLACK,1044480,188539,40.68397606800005,-73.782836771999939,POINT (-73.78283677199994 40.68397606800006),2019
195013387,03/21/2019,18:20:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,<18,M,WHITE HISPANIC,<18,M,BLACK,1005386,235950,40.81428694400006,-73.923644559999957,POINT (-73.92364455999996 40.81428694400006),2019
203207191,10/02/2019,20:14:00,BRONX,44,0,,false,18-24,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,1007885,246406,40.842979335000052,-73.914579728999968,POINT (-73.91457972899997 40.84297933500005),2019
203676928,10/12/2019,06:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,false,25-44,M,BLACK,45-64,M,BLACK,1003550,185645,40.676216571000055,-73.930421720999959,POINT (-73.93042172099996 40.676216571000055),2019
198266990,06/10/2019,02:21:00,MANHATTAN,30,0,,true,18-24,M,BLACK,25-44,M,BLACK,998886,240181,40.825913006000064,-73.947117527999978,POINT (-73.94711752799998 40.825913006000064),2019
196678735,05/02/2019,00:23:00,BROOKLYN,75,0,,false,45-64,M,BLACK,25-44,M,BLACK,1016008,185359,40.675395640000033,-73.885509939999963,POINT (-73.88550993999996 40.67539564000003),2019
199728579,07/13/2019,02:45:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,true,<18,M,BLACK,25-44,M,UNKNOWN,990311,201886,40.720813298000053,-73.978135910999981,POINT (-73.978135911 40.72081329800005),2019
204434561,10/31/2019,19:03:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,25-44,F,BLACK,25-44,M,BLACK,1010674,239150,40.823055808000049,-73.904528300999971,POINT (-73.90452830099997 40.82305580800005),2019
193938809,02/22/2019,17:44:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD,true,18-24,M,BLACK,<18,M,BLACK,997703,171170,40.636496682000029,-73.95153000199997,POINT (-73.95153000199997 40.63649668200003),2019
196276908,04/19/2019,17:43:00,QUEENS,105,0,,false,18-24,M,BLACK,18-24,M,BLACK,1056792,192445,40.694604754000068,-73.738402933999964,POINT (-73.73840293399996 40.694604754000075),2019
200056612,07/19/2019,23:50:00,BRONX,46,0,,false,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1008497,248717,40.84932069000007,-73.912359480999953,POINT (-73.91235948099995 40.84932069000007),2019
198052647,06/04/2019,19:56:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,<18,F,BLACK,1001414,195664,40.703720817000033,-73.938096830999939,POINT (-73.93809683099994 40.70372081700003),2019
204054325,04/21/2019,05:25:00,BRONX,52,0,,true,25-44,M,BLACK,18-24,M,BLACK,1015814,259929,40.880071088000079,-73.88585904599995,POINT (-73.88585904599995 40.88007108800008),2019
193417904,02/08/2019,17:00:00,BRONX,40,0,,true,18-24,M,BLACK,18-24,M,BLACK,1010201,237368,40.818166124000072,-73.906244197999968,POINT (-73.90624419799997 40.81816612400007),2019
198107752,06/05/2019,12:20:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,<18,M,BLACK,1007373,232752,40.805504347000067,-73.916477251999936,POINT (-73.91647725199994 40.80550434700007),2019
199582060,07/10/2019,02:56:00,BROOKLYN,69,0,,true,25-44,M,BLACK,25-44,M,BLACK,1012579,175845,40.64929346200006,-73.897911867999937,POINT (-73.89791186799994 40.64929346200006),2019
201089979,08/13/2019,15:55:00,QUEENS,105,0,,false,18-24,M,BLACK,25-44,M,BLACK,1055614,186261,40.677640737000047,-73.742716470999937,POINT (-73.74271647099994 40.67764073700005),2019
203348703,10/03/2019,14:27:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,18-24,M,BLACK,1008529,180190,40.661231562000069,-73.912491251999938,POINT (-73.91249125199994 40.66123156200007),2019
198760073,06/20/2019,19:02:00,BROOKLYN,77,0,,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1002625,183496,40.670320017000051,-73.933762357999967,POINT (-73.93376235799997 40.67032001700005),2019
205280617,11/17/2019,02:27:00,BROOKLYN,72,0,,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,978440,174981,40.646965370000032,-74.020938276999971,POINT (-74.02093827699997 40.64696537000003),2019
202853371,09/24/2019,17:45:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,BLACK,1006117,183402,40.670054072000028,-73.921174539999981,POINT (-73.92117453999998 40.67005407200003),2019
196043547,04/15/2019,08:34:00,QUEENS,113,0,,false,25-44,M,UNKNOWN,25-44,M,BLACK HISPANIC,1043652,190369,40.689004580000073,-73.785806053999977,POINT (-73.78580605399998 40.68900458000007),2019
197573448,05/23/2019,20:39:00,BROOKLYN,75,0,,false,25-44,M,BLACK,25-44,M,BLACK,1018964,182071,40.666359726000053,-73.874870141999963,POINT (-73.87487014199996 40.66635972600005),2019
205124100,11/13/2019,00:08:00,BRONX,43,0,,false,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1018876,241924,40.830641297000057,-73.874879188999955,POINT (-73.87487918899996 40.83064129700006),2019
194525843,03/10/2019,05:38:00,MANHATTAN,13,0,,false,25-44,M,WHITE HISPANIC,45-64,M,BLACK,990300,209478,40.741651488000059,-73.978168768999979,POINT (-73.97816876899998 40.74165148800006),2019
198705943,06/19/2019,10:40:00,MANHATTAN,5,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,984075,198251,40.710838164000052,-74.000632677999988,POINT (-74.00063267799999 40.71083816400005),2019
193418294,02/09/2019,02:00:00,MANHATTAN,23,0,,false,18-24,M,BLACK,18-24,M,BLACK,998391,229756,40.797300086000064,-73.948928059999957,POINT (-73.94892805999996 40.797300086000064),2019
194525844,03/09/2019,01:10:00,BRONX,41,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1012780,236449,40.815635776000079,-73.896930553999937,POINT (-73.89693055399994 40.81563577600008),2019
199061351,06/28/2019,00:26:00,BROOKLYN,83,0,,false,18-24,M,BLACK,<18,M,WHITE HISPANIC,1003823,194497,40.700512676000073,-73.929411796999943,POINT (-73.92941179699994 40.70051267600007),2019
197200331,05/14/2019,19:45:00,MANHATTAN,34,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1005202,253699,40.863003221000042,-73.924253842999974,POINT (-73.92425384299997 40.86300322100004),2019
199844336,07/16/2019,21:30:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1000102,229680,40.797088584000051,-73.942748579999943,POINT (-73.94274857999994 40.79708858400005),2019
200263247,07/25/2019,02:17:00,QUEENS,113,0,,false,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1052412,191419,40.691823450000072,-73.754208236999943,POINT (-73.75420823699994 40.69182345000007),2019
197662446,05/26/2019,20:08:00,BROOKLYN,75,0,,true,25-44,M,BLACK,25-44,M,BLACK,1015379,182115,40.666493826000078,-73.887792539999964,POINT (-73.88779253999996 40.66649382600008),2019
193160952,02/04/2019,11:41:00,BROOKLYN,60,0,,true,25-44,M,BLACK,45-64,M,BLACK,984147,150278,40.579162625000038,-74.000372231999961,POINT (-74.00037223199996 40.57916262500004),2019
195799803,04/09/2019,12:25:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,BLACK,986229,148311,40.573763375000055,-73.992877756999974,POINT (-73.99287775699997 40.573763375000055),2019
197662445,05/26/2019,21:22:00,BROOKLYN,71,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1002498,181698,40.665385170000036,-73.934225040999934,POINT (-73.93422504099993 40.665385170000036),2019
197573447,05/23/2019,19:16:00,MANHATTAN,34,0,,false,<18,M,BLACK,18-24,M,WHITE HISPANIC,1003718,252533,40.859806300000059,-73.929622320999954,POINT (-73.92962232099995 40.85980630000006),2019
196195746,04/18/2019,16:25:00,MANHATTAN,34,0,,false,25-44,M,BLACK HISPANIC,UNKNOWN,U,UNKNOWN,1002644,250694,40.854761099000029,-73.93351000399997,POINT (-73.93351000399997 40.85476109900003),2019
191853461,01/04/2019,02:20:00,BROOKLYN,60,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,45-64,M,BLACK,986229,148311,40.573763375000055,-73.992877756999974,POINT (-73.99287775699997 40.573763375000055),2019
206195060,12/07/2019,00:23:00,QUEENS,115,0,,false,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1022420,212522,40.749926198000026,-73.862239923999937,POINT (-73.86223992399994 40.749926198000026),2019
196525187,04/27/2019,11:36:00,BRONX,48,0,MULTI DWELL - APT BUILD,true,25-44,M,BLACK,18-24,M,BLACK HISPANIC,1013952,247178,40.845079926000039,-73.892648949999966,POINT (-73.89264894999997 40.84507992600004),2019
198404597,06/12/2019,19:37:00,BROOKLYN,77,0,GROCERY/BODEGA,true,25-44,M,BLACK,45-64,M,BLACK,1000435,185274,40.675204502000042,-73.941652703999978,POINT (-73.94165270399998 40.67520450200004),2019
193982311,02/25/2019,11:00:00,QUEENS,112,0,,false,18-24,M,BLACK,<18,M,WHITE HISPANIC,1026312,207207,40.735320212000033,-73.848226347999969,POINT (-73.84822634799997 40.73532021200003),2019
200056611,07/21/2019,15:22:00,MANHATTAN,23,0,,false,25-44,M,BLACK,<18,M,BLACK,998684,229230,40.795855886000027,-73.947870954999985,POINT (-73.94787095499998 40.79585588600003),2019
199134406,06/29/2019,05:48:00,BROOKLYN,69,0,PVT HOUSE,false,18-24,M,BLACK,25-44,F,BLACK,1013573,170157,40.633677895000062,-73.894354501999942,POINT (-73.89435450199994 40.63367789500006),2019
197293450,05/16/2019,20:15:00,BROOKLYN,79,0,,false,<18,M,BLACK,<18,M,BLACK,1000422,192120,40.693995232000077,-73.941683139999952,POINT (-73.94168313999995 40.69399523200008),2019
200263247,07/25/2019,02:17:00,QUEENS,113,0,,false,25-44,M,BLACK,25-44,M,BLACK,1052412,191419,40.691823450000072,-73.754208236999943,POINT (-73.75420823699994 40.69182345000007),2019
206311808,12/10/2019,23:32:00,STATEN ISLAND,122,0,,false,25-44,F,WHITE,18-24,M,WHITE,953155,145282,40.565395053000032,-74.111918152999976,POINT (-74.11191815299998 40.56539505300003),2019
193417904,02/08/2019,17:00:00,BRONX,40,0,,true,<18,M,WHITE HISPANIC,18-24,M,BLACK,1010201,237368,40.818166124000072,-73.906244197999968,POINT (-73.90624419799997 40.81816612400007),2019
203259385,10/03/2019,21:39:00,BROOKLYN,79,0,,true,45-64,M,BLACK,18-24,M,BLACK,998136,187813,40.682177387000024,-73.949935622999988,POINT (-73.94993562299999 40.682177387000024),2019
198405076,06/12/2019,08:09:00,BRONX,49,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,UNKNOWN,25-44,F,WHITE,1023622,253318,40.861894559000064,-73.857662479999988,POINT (-73.85766247999999 40.86189455900006),2019
196043547,04/15/2019,08:34:00,QUEENS,113,0,,false,25-44,F,BLACK,25-44,M,BLACK HISPANIC,1043652,190369,40.689004580000073,-73.785806053999977,POINT (-73.78580605399998 40.68900458000007),2019
198255460,06/07/2019,17:50:00,BROOKLYN,73,0,,false,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1009650,186966,40.679827016000047,-73.908425238999939,POINT (-73.90842523899994 40.67982701600005),2019
200331333,07/27/2019,22:53:00,BROOKLYN,73,0,,false,18-24,M,BLACK,18-24,F,BLACK,1011786,178738,40.657236613000066,-73.900757797999972,POINT (-73.90075779799997 40.657236613000066),2019
